U.S. Regional Level,ID Code,U.S. Regional Title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Metropolitan Statistical Area,112620,"Bangor, ME",5.0,8.0,7.0,10.0,10.0,8.0,7.0,10.0,9.0,5.0,15.0,15.0,15.0,27.0,15.0,18.0,184.0
Metropolitan Statistical Area,147300,"Visalia-Porterville, CA",13.0,14.0,11.0,11.0,8.0,9.0,7.0,8.0,6.0,9.0,22.0,7.0,15.0,16.0,15.0,12.0,183.0
Metropolitan Statistical Area,134580,"Mount Vernon-Anacortes, WA",9.0,15.0,10.0,6.0,10.0,10.0,12.0,11.0,7.0,10.0,10.0,11.0,11.0,15.0,14.0,23.0,181.0
Metropolitan Statistical Area,136220,"Odessa, TX",17.0,5.0,8.0,12.0,10.0,6.0,8.0,12.0,6.0,12.0,13.0,16.0,8.0,15.0,13.0,16.0,177.0
Metropolitan Statistical Area,119460,"Decatur, AL",10.0,12.0,15.0,11.0,13.0,5.0,10.0,17.0,11.0,10.0,9.0,7.0,14.0,13.0,7.0,12.0,176.0
Metropolitan Statistical Area,146220,"Tuscaloosa, AL",4.0,10.0,8.0,6.0,6.0,7.0,8.0,6.0,8.0,4.0,15.0,12.0,16.0,13.0,28.0,25.0,176.0
Metropolitan Statistical Area,114540,"Bowling Green, KY",13.0,12.0,10.0,9.0,4.0,12.0,6.0,9.0,7.0,10.0,14.0,21.0,17.0,9.0,9.0,10.0,172.0
Metropolitan Statistical Area,149420,"Yakima, WA",23.0,20.0,19.0,11.0,12.0,9.0,14.0,10.0,8.0,6.0,4.0,6.0,9.0,10.0,2.0,7.0,170.0
Metropolitan Statistical Area,122180,"Fayetteville, NC",9.0,10.0,4.0,8.0,15.0,14.0,9.0,7.0,8.0,7.0,11.0,11.0,14.0,13.0,15.0,13.0,168.0
Metropolitan Statistical Area,129340,"Lake Charles, LA",19.0,19.0,14.0,17.0,10.0,6.0,9.0,4.0,11.0,8.0,3.0,7.0,11.0,15.0,5.0,8.0,166.0
Metropolitan Statistical Area,133140,"Michigan City-La Porte, IN",18.0,8.0,18.0,10.0,17.0,11.0,13.0,8.0,5.0,6.0,6.0,2.0,8.0,11.0,10.0,12.0,163.0
Metropolitan Statistical Area,122900,"Fort Smith, AR-OK",18.0,8.0,10.0,11.0,7.0,7.0,9.0,5.0,5.0,7.0,10.0,10.0,10.0,7.0,21.0,17.0,162.0
Metropolitan Statistical Area,117980,"Columbus, GA-AL",12.0,6.0,12.0,14.0,21.0,10.0,7.0,6.0,9.0,8.0,8.0,8.0,10.0,10.0,12.0,12.0,161.0
Metropolitan Statistical Area,145820,"Topeka, KS",16.0,10.0,18.0,17.0,13.0,4.0,5.0,6.0,3.0,5.0,7.0,7.0,9.0,17.0,12.0,8.0,157.0
Metropolitan Statistical Area,139380,"Pueblo, CO",5.0,6.0,3.0,5.0,7.0,3.0,4.0,8.0,7.0,9.0,21.0,15.0,13.0,11.0,15.0,18.0,150.0
Metropolitan Statistical Area,141140,"St. Joseph, MO-KS",5.0,6.0,7.0,13.0,12.0,8.0,11.0,8.0,4.0,9.0,8.0,10.0,14.0,16.0,14.0,4.0,149.0
Metropolitan Statistical Area,119140,"Dalton, GA",12.0,10.0,14.0,13.0,11.0,9.0,10.0,10.0,10.0,5.0,3.0,7.0,9.0,7.0,8.0,9.0,147.0
Metropolitan Statistical Area,145460,"Terre Haute, IN",7.0,11.0,12.0,15.0,8.0,12.0,11.0,6.0,9.0,3.0,7.0,4.0,16.0,12.0,5.0,7.0,145.0
Metropolitan Statistical Area,120100,"Dover, DE",10.0,8.0,9.0,11.0,7.0,6.0,9.0,4.0,8.0,5.0,8.0,20.0,8.0,12.0,11.0,8.0,144.0
Metropolitan Statistical Area,113740,"Billings, MT",8.0,11.0,7.0,8.0,7.0,3.0,10.0,6.0,10.0,5.0,14.0,6.0,15.0,11.0,6.0,13.0,140.0
Metropolitan Statistical Area,131020,"Longview, WA",9.0,12.0,8.0,6.0,6.0,9.0,14.0,6.0,12.0,8.0,11.0,11.0,8.0,4.0,8.0,8.0,140.0
Metropolitan Statistical Area,117300,"Clarksville, TN-KY",14.0,10.0,16.0,10.0,8.0,8.0,8.0,5.0,6.0,8.0,7.0,8.0,9.0,6.0,6.0,8.0,137.0
Metropolitan Statistical Area,131900,"Mansfield, OH",15.0,6.0,7.0,10.0,7.0,6.0,6.0,11.0,5.0,5.0,5.0,10.0,12.0,11.0,9.0,12.0,137.0
Metropolitan Statistical Area,133740,"Monroe, LA",10.0,15.0,12.0,5.0,5.0,9.0,8.0,5.0,6.0,4.0,9.0,5.0,6.0,10.0,15.0,12.0,136.0
Metropolitan Statistical Area,127780,"Johnstown, PA",15.0,9.0,8.0,14.0,9.0,4.0,5.0,6.0,9.0,4.0,10.0,5.0,7.0,12.0,9.0,7.0,133.0
Metropolitan Statistical Area,139660,"Rapid City, SD",11.0,8.0,5.0,6.0,5.0,7.0,8.0,10.0,6.0,5.0,8.0,14.0,13.0,9.0,8.0,10.0,133.0
Metropolitan Statistical Area,141780,"Sandusky, OH",7.0,8.0,8.0,3.0,11.0,8.0,5.0,5.0,4.0,7.0,9.0,20.0,11.0,10.0,13.0,9.0,133.0
Metropolitan Statistical Area,117420,"Cleveland, TN",7.0,10.0,16.0,11.0,16.0,14.0,5.0,2.0,4.0,6.0,11.0,5.0,6.0,7.0,8.0,4.0,132.0
Metropolitan Statistical Area,148660,"Wichita Falls, TX",14.0,11.0,15.0,15.0,5.0,4.0,7.0,5.0,8.0,7.0,7.0,5.0,6.0,5.0,8.0,10.0,132.0
Metropolitan Statistical Area,113900,"Bismarck, ND",13.0,11.0,12.0,9.0,6.0,9.0,6.0,7.0,7.0,11.0,14.0,10.0,4.0,3.0,5.0,4.0,131.0
Metropolitan Statistical Area,148540,"Wheeling, WV-OH",12.0,12.0,8.0,9.0,13.0,12.0,7.0,7.0,7.0,12.0,6.0,9.0,2.0,4.0,5.0,6.0,131.0
Metropolitan Statistical Area,129420,"Lake Havasu City-Kingman, AZ",8.0,16.0,9.0,7.0,7.0,5.0,6.0,11.0,6.0,7.0,10.0,8.0,7.0,5.0,6.0,11.0,129.0
Metropolitan Statistical Area,137380,"Palm Coast, FL",7.0,5.0,3.0,4.0,6.0,4.0,5.0,12.0,7.0,8.0,12.0,18.0,9.0,10.0,3.0,13.0,126.0
Metropolitan Statistical Area,131460,"Madera-Chowchilla, CA",13.0,5.0,4.0,3.0,9.0,8.0,7.0,9.0,9.0,7.0,8.0,5.0,7.0,8.0,10.0,13.0,125.0
Metropolitan Statistical Area,121060,"Elizabethtown, KY",8.0,7.0,10.0,14.0,8.0,4.0,6.0,8.0,1.0,7.0,11.0,6.0,10.0,6.0,9.0,9.0,124.0
Metropolitan Statistical Area,136980,"Owensboro, KY",5.0,8.0,12.0,14.0,4.0,8.0,7.0,3.0,6.0,4.0,7.0,5.0,8.0,13.0,12.0,8.0,124.0
Metropolitan Statistical Area,132580,"McAllen-Edinburg-Mission, TX",17.0,6.0,6.0,9.0,7.0,3.0,7.0,5.0,4.0,7.0,3.0,1.0,11.0,7.0,16.0,14.0,123.0
Metropolitan Statistical Area,141540,"Salisbury, MD",11.0,16.0,11.0,11.0,2.0,1.0,5.0,4.0,9.0,6.0,6.0,11.0,11.0,8.0,7.0,4.0,123.0
Metropolitan Statistical Area,116180,"Carson City, NV",5.0,7.0,9.0,9.0,6.0,7.0,12.0,7.0,4.0,4.0,7.0,7.0,13.0,9.0,11.0,5.0,122.0
Metropolitan Statistical Area,127860,"Jonesboro, AR",3.0,5.0,3.0,8.0,4.0,4.0,4.0,5.0,10.0,2.0,10.0,8.0,15.0,6.0,10.0,25.0,122.0
Metropolitan Statistical Area,122520,"Florence-Muscle Shoals, AL",11.0,16.0,12.0,7.0,5.0,12.0,8.0,4.0,5.0,2.0,6.0,6.0,5.0,6.0,5.0,11.0,121.0
Metropolitan Statistical Area,125620,"Hattiesburg, MS",14.0,11.0,6.0,8.0,5.0,7.0,3.0,6.0,4.0,5.0,10.0,6.0,4.0,13.0,8.0,9.0,119.0
Metropolitan Statistical Area,134620,"Muncie, IN",8.0,7.0,7.0,6.0,9.0,9.0,7.0,6.0,4.0,4.0,1.0,10.0,6.0,15.0,7.0,7.0,113.0
Metropolitan Statistical Area,111020,"Altoona, PA",6.0,6.0,8.0,8.0,7.0,4.0,4.0,7.0,3.0,5.0,6.0,4.0,12.0,10.0,10.0,12.0,112.0
Metropolitan Statistical Area,149700,"Yuba City, CA",10.0,9.0,6.0,11.0,8.0,5.0,4.0,8.0,10.0,4.0,9.0,3.0,2.0,14.0,6.0,3.0,112.0
Metropolitan Statistical Area,110500,"Albany, GA",8.0,6.0,10.0,7.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,16.0,12.0,28.0,111.0
Metropolitan Statistical Area,122140,"Farmington, NM",1.0,7.0,5.0,9.0,6.0,3.0,8.0,4.0,8.0,8.0,9.0,6.0,4.0,14.0,13.0,5.0,110.0
Metropolitan Statistical Area,125500,"Harrisonburg, VA",9.0,2.0,12.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,9.0,8.0,9.0,4.0,12.0,8.0,102.0
Metropolitan Statistical Area,132900,"Merced, CA",8.0,9.0,8.0,5.0,9.0,7.0,6.0,4.0,2.0,5.0,3.0,4.0,7.0,10.0,6.0,8.0,101.0
Metropolitan Statistical Area,140580,"Rocky Mount, NC",4.0,3.0,2.0,3.0,5.0,2.0,4.0,8.0,10.0,7.0,10.0,5.0,9.0,11.0,8.0,7.0,98.0
Metropolitan Statistical Area,116940,"Cheyenne, WY",3.0,4.0,7.0,3.0,5.0,3.0,3.0,4.0,6.0,1.0,9.0,0.0,9.0,10.0,11.0,18.0,96.0
Metropolitan Statistical Area,115180,"Brownsville-Harlingen, TX",5.0,6.0,6.0,5.0,4.0,3.0,5.0,2.0,7.0,4.0,3.0,5.0,6.0,10.0,11.0,13.0,95.0
Metropolitan Statistical Area,138540,"Pocatello, ID",6.0,5.0,5.0,11.0,9.0,7.0,10.0,8.0,5.0,5.0,3.0,5.0,5.0,6.0,4.0,4.0,94.0
Metropolitan Statistical Area,147220,"Vineland-Millville-Bridgeton, NJ",8.0,9.0,7.0,9.0,5.0,9.0,4.0,2.0,5.0,4.0,9.0,7.0,2.0,3.0,1.0,8.0,92.0
Metropolitan Statistical Area,137700,"Pascagoula, MS",8.0,8.0,11.0,7.0,11.0,3.0,5.0,7.0,7.0,1.0,4.0,1.0,5.0,5.0,6.0,2.0,91.0
Metropolitan Statistical Area,110780,"Alexandria, LA",8.0,7.0,4.0,3.0,7.0,3.0,5.0,7.0,5.0,4.0,6.0,6.0,3.0,7.0,7.0,7.0,89.0
Metropolitan Statistical Area,140660,"Rome, GA",4.0,7.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,7.0,3.0,5.0,4.0,9.0,8.0,85.0
Metropolitan Statistical Area,126300,"Hot Springs, AR",4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,9.0,13.0,8.0,5.0,3.0,84.0
Metropolitan Statistical Area,116020,"Cape Girardeau-Jackson, MO-IL",5.0,6.0,2.0,7.0,5.0,4.0,8.0,7.0,3.0,5.0,8.0,5.0,5.0,5.0,9.0,2.0,83.0
Metropolitan Statistical Area,148300,"Wenatchee-East Wenatchee, WA",5.0,7.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,6.0,8.0,11.0,4.0,6.0,82.0
Metropolitan Statistical Area,144600,"Steubenville-Weirton, OH-WV",6.0,8.0,4.0,5.0,9.0,6.0,10.0,6.0,6.0,5.0,5.0,2.0,1.0,4.0,2.0,2.0,81.0
Metropolitan Statistical Area,111500,"Anniston-Oxford, AL",6.0,3.0,3.0,4.0,7.0,6.0,7.0,8.0,2.0,1.0,8.0,1.0,8.0,10.0,1.0,5.0,80.0
Metropolitan Statistical Area,130340,"Lewiston-Auburn, ME",9.0,8.0,4.0,6.0,7.0,4.0,1.0,6.0,2.0,2.0,5.0,11.0,7.0,0.0,1.0,6.0,79.0
Metropolitan Statistical Area,115260,"Brunswick, GA",11.0,6.0,3.0,8.0,7.0,1.0,4.0,1.0,1.0,5.0,6.0,2.0,6.0,5.0,6.0,5.0,77.0
Metropolitan Statistical Area,127620,"Jefferson City, MO",8.0,8.0,6.0,5.0,5.0,4.0,0.0,3.0,1.0,3.0,5.0,2.0,4.0,2.0,9.0,10.0,75.0
Metropolitan Statistical Area,149740,"Yuma, AZ",1.0,4.0,5.0,5.0,1.0,6.0,9.0,6.0,3.0,3.0,1.0,6.0,6.0,9.0,5.0,5.0,75.0
Metropolitan Statistical Area,145500,"Texarkana, TX-Texarkana, AR",6.0,6.0,5.0,6.0,5.0,5.0,8.0,5.0,5.0,2.0,3.0,1.0,5.0,2.0,5.0,2.0,71.0
Metropolitan Statistical Area,110180,"Abilene, TX",0.0,5.0,6.0,4.0,10.0,2.0,6.0,2.0,4.0,2.0,7.0,2.0,3.0,1.0,8.0,8.0,70.0
Metropolitan Statistical Area,136140,"Ocean City, NJ",7.0,8.0,6.0,2.0,1.0,5.0,7.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,68.0
Metropolitan Statistical Area,120020,"Dothan, AL",8.0,9.0,5.0,4.0,6.0,4.0,5.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,66.0
Metropolitan Statistical Area,147580,"Warner Robins, GA",7.0,6.0,4.0,2.0,6.0,5.0,7.0,5.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,5.0,64.0
Metropolitan Statistical Area,119180,"Danville, IL",4.0,9.0,3.0,6.0,2.0,5.0,2.0,0.0,2.0,2.0,6.0,5.0,0.0,7.0,6.0,3.0,62.0
Metropolitan Statistical Area,130620,"Lima, OH",4.0,11.0,6.0,7.0,3.0,3.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,2.0,2.0,5.0,62.0
Metropolitan Statistical Area,144940,"Sumter, SC",2.0,3.0,1.0,5.0,1.0,6.0,2.0,4.0,5.0,6.0,1.0,3.0,4.0,4.0,6.0,2.0,55.0
Metropolitan Statistical Area,147020,"Victoria, TX",6.0,4.0,3.0,7.0,2.0,7.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,55.0
Metropolitan Statistical Area,123460,"Gadsden, AL",4.0,6.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,7.0,4.0,5.0,1.0,54.0
Metropolitan Statistical Area,146660,"Valdosta, GA",6.0,1.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,0.0,2.0,4.0,3.0,2.0,2.0,5.0,52.0
Metropolitan Statistical Area,127340,"Jacksonville, NC",1.0,1.0,5.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,11.0,48.0
Metropolitan Statistical Area,119060,"Cumberland, MD-WV",1.0,7.0,4.0,0.0,2.0,4.0,4.0,3.0,2.0,0.0,1.0,4.0,6.0,2.0,6.0,0.0,46.0
Metropolitan Statistical Area,121820,"Fairbanks, AK",3.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,43.0
Metropolitan Statistical Area,110380,"Aguadilla-Isabela-San Sebasti�n, PR",1.0,0.0,0.0,2.0,1.0,6.0,5.0,2.0,2.0,2.0,1.0,8.0,4.0,1.0,4.0,3.0,42.0
Metropolitan Statistical Area,119260,"Danville, VA",4.0,4.0,7.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,42.0
Metropolitan Statistical Area,124500,"Great Falls, MT",7.0,5.0,0.0,1.0,2.0,4.0,0.0,4.0,0.0,5.0,1.0,2.0,4.0,1.0,3.0,3.0,42.0
Metropolitan Statistical Area,116220,"Casper, WY",2.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,42.0
Metropolitan Statistical Area,132420,"Mayag�ez, PR",3.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,0.0,3.0,41.0
Metropolitan Statistical Area,125260,"Hanford-Corcoran, CA",4.0,1.0,2.0,2.0,3.0,0.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,8.0,0.0,0.0,40.0
Metropolitan Statistical Area,141660,"San Angelo, TX",3.0,3.0,2.0,3.0,3.0,0.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,3.0,39.0
Metropolitan Statistical Area,120940,"El Centro, CA",3.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,4.0,3.0,38.0
Metropolitan Statistical Area,124140,"Goldsboro, NC",3.0,1.0,7.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,38.0
Metropolitan Statistical Area,130020,"Lawton, OK",5.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,4.0,5.0,4.0,38.0
Metropolitan Statistical Area,130300,"Lewiston, ID-WA",3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,38.0
Metropolitan Statistical Area,129700,"Laredo, TX",2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,2.0,3.0,4.0,28.0
Metropolitan Statistical Area,138220,"Pine Bluff, AR",3.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,25.0
Metropolitan Statistical Area,125980,"Hinesville-Fort Stewart, GA",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,10.0
Metropolitan Statistical Area,138660,"Ponce, PR",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Metropolitan Statistical Area,141900,"San Germ�n-Cabo Rojo, PR",0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0
Metropolitan Statistical Area,125020,"Guayama, PR",0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0
Metropolitan Statistical Area,149500,"Yauco, PR",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0
Metropolitan Statistical Area,121940,"Fajardo, PR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Metropolitan Statistical Area,,-- Subtotal --,80230.0,82755.0,82372.0,83245.0,79782.0,70838.0,85465.0,75753.0,74027.0,78799.0,103118.0,103888.0,115932.0,128021.0,138659.0,135192.0,1518075.0
,,,,,,,,,,,,,,,,,,,
Micropolitan Statistical Area,218500,"Corning, NY",50.0,109.0,134.0,129.0,130.0,61.0,68.0,64.0,59.0,91.0,123.0,122.0,130.0,168.0,161.0,165.0,1764.0
Micropolitan Statistical Area,233220,"Midland, MI",148.0,149.0,121.0,110.0,120.0,60.0,51.0,42.0,43.0,43.0,83.0,97.0,137.0,139.0,170.0,187.0,1700.0
Micropolitan Statistical Area,245860,"Torrington, CT",108.0,132.0,130.0,86.0,103.0,86.0,95.0,79.0,71.0,79.0,81.0,92.0,93.0,88.0,102.0,91.0,1516.0
Micropolitan Statistical Area,220340,"Duncan, OK",24.0,54.0,42.0,63.0,65.0,64.0,119.0,128.0,100.0,93.0,112.0,79.0,85.0,95.0,91.0,60.0,1274.0
Micropolitan Statistical Area,247700,"Warsaw, IN",32.0,30.0,29.0,46.0,33.0,44.0,42.0,52.0,31.0,56.0,95.0,91.0,125.0,142.0,154.0,149.0,1151.0
Micropolitan Statistical Area,230100,"Lebanon, NH-VT",46.0,56.0,49.0,38.0,45.0,43.0,55.0,51.0,50.0,47.0,86.0,71.0,95.0,119.0,115.0,96.0,1062.0
Micropolitan Statistical Area,218180,"Concord, NH",54.0,55.0,49.0,43.0,64.0,30.0,53.0,44.0,44.0,47.0,65.0,59.0,53.0,53.0,82.0,82.0,871.0
Micropolitan Statistical Area,212780,"Bartlesville, OK",102.0,98.0,73.0,73.0,31.0,29.0,35.0,28.0,34.0,37.0,41.0,60.0,34.0,41.0,69.0,59.0,844.0
Micropolitan Statistical Area,231060,"Los Alamos, NM",34.0,43.0,53.0,55.0,44.0,33.0,42.0,28.0,30.0,39.0,58.0,40.0,50.0,54.0,42.0,50.0,695.0
Micropolitan Statistical Area,246020,"Truckee-Grass Valley, CA",37.0,48.0,37.0,39.0,26.0,24.0,33.0,32.0,36.0,29.0,46.0,35.0,29.0,51.0,48.0,38.0,588.0
Micropolitan Statistical Area,214580,"Bozeman, MT",36.0,26.0,36.0,27.0,28.0,24.0,26.0,40.0,24.0,25.0,40.0,42.0,45.0,47.0,52.0,50.0,568.0
Micropolitan Statistical Area,210540,"Albany-Lebanon, OR",20.0,21.0,32.0,27.0,35.0,45.0,41.0,42.0,30.0,39.0,33.0,34.0,28.0,39.0,29.0,41.0,536.0
Micropolitan Statistical Area,223820,"Gardnerville Ranchos, NV",19.0,28.0,22.0,25.0,38.0,36.0,26.0,28.0,25.0,22.0,36.0,32.0,41.0,43.0,59.0,44.0,524.0
Micropolitan Statistical Area,249300,"Wooster, OH",26.0,22.0,23.0,23.0,27.0,24.0,32.0,23.0,25.0,19.0,42.0,49.0,44.0,48.0,44.0,52.0,523.0
Micropolitan Statistical Area,228060,"Kalispell, MT",21.0,43.0,49.0,41.0,45.0,36.0,36.0,30.0,26.0,13.0,12.0,16.0,20.0,25.0,15.0,29.0,457.0
Micropolitan Statistical Area,224820,"Greenville, OH",39.0,29.0,33.0,27.0,29.0,26.0,24.0,22.0,24.0,23.0,28.0,34.0,28.0,31.0,27.0,27.0,452.0
Micropolitan Statistical Area,210300,"Adrian, MI",34.0,28.0,23.0,27.0,30.0,15.0,35.0,32.0,18.0,17.0,29.0,24.0,35.0,32.0,34.0,33.0,446.0
Micropolitan Statistical Area,239420,"Pullman, WA",23.0,19.0,16.0,16.0,18.0,20.0,28.0,28.0,37.0,22.0,31.0,29.0,29.0,34.0,43.0,46.0,439.0
Micropolitan Statistical Area,236860,"Ottawa-Streator, IL",22.0,20.0,20.0,12.0,13.0,17.0,23.0,17.0,14.0,18.0,16.0,27.0,39.0,68.0,65.0,42.0,433.0
Micropolitan Statistical Area,239860,"Red Wing, MN",9.0,12.0,8.0,13.0,13.0,10.0,23.0,14.0,20.0,18.0,36.0,33.0,37.0,43.0,68.0,48.0,405.0
Micropolitan Statistical Area,210880,"Allegan, MI",16.0,23.0,16.0,24.0,19.0,20.0,21.0,21.0,22.0,19.0,19.0,25.0,31.0,32.0,39.0,26.0,373.0
Micropolitan Statistical Area,244380,"Statesville-Mooresville, NC",22.0,27.0,24.0,27.0,20.0,20.0,17.0,18.0,15.0,16.0,30.0,27.0,22.0,21.0,22.0,27.0,355.0
Micropolitan Statistical Area,236940,"Owatonna, MN",20.0,13.0,8.0,20.0,17.0,17.0,23.0,15.0,23.0,19.0,26.0,34.0,30.0,22.0,27.0,38.0,352.0
Micropolitan Statistical Area,213180,"Beaver Dam, WI",24.0,22.0,20.0,24.0,15.0,23.0,21.0,15.0,16.0,20.0,27.0,36.0,16.0,21.0,25.0,19.0,341.0
Micropolitan Statistical Area,248580,"Whitewater, WI",28.0,23.0,14.0,15.0,16.0,16.0,23.0,17.0,25.0,33.0,20.0,24.0,21.0,17.0,23.0,23.0,338.0
Micropolitan Statistical Area,248740,"Willimantic, CT",17.0,28.0,16.0,23.0,15.0,17.0,9.0,21.0,10.0,14.0,24.0,25.0,26.0,33.0,27.0,24.0,325.0
Micropolitan Statistical Area,244660,"Stillwater, OK",18.0,19.0,19.0,18.0,31.0,21.0,22.0,19.0,20.0,18.0,24.0,22.0,28.0,14.0,19.0,12.0,324.0
Micropolitan Statistical Area,245900,"Traverse City, MI",20.0,23.0,19.0,26.0,23.0,18.0,19.0,15.0,12.0,13.0,14.0,12.0,24.0,31.0,28.0,27.0,324.0
Micropolitan Statistical Area,218260,"Cookeville, TN",19.0,22.0,18.0,41.0,13.0,19.0,19.0,23.0,8.0,16.0,15.0,23.0,19.0,22.0,13.0,18.0,308.0
Micropolitan Statistical Area,232260,"Marshalltown, IA",23.0,10.0,8.0,7.0,17.0,22.0,21.0,10.0,11.0,12.0,17.0,21.0,22.0,25.0,28.0,52.0,306.0
Micropolitan Statistical Area,222060,"Faribault-Northfield, MN",18.0,13.0,15.0,11.0,23.0,11.0,19.0,14.0,15.0,13.0,16.0,11.0,18.0,33.0,39.0,35.0,304.0
Micropolitan Statistical Area,228300,"Keene, NH",13.0,23.0,18.0,19.0,15.0,10.0,24.0,23.0,22.0,16.0,20.0,18.0,18.0,18.0,19.0,22.0,298.0
Micropolitan Statistical Area,227220,"Jackson, WY-ID",10.0,6.0,7.0,18.0,7.0,8.0,10.0,11.0,8.0,19.0,25.0,23.0,42.0,28.0,35.0,26.0,283.0
Micropolitan Statistical Area,231820,"Manitowoc, WI",24.0,24.0,19.0,22.0,21.0,10.0,14.0,10.0,7.0,5.0,12.0,14.0,14.0,16.0,22.0,27.0,261.0
Micropolitan Statistical Area,225940,"Hilton Head Island-Beaufort, SC",20.0,13.0,15.0,11.0,15.0,13.0,18.0,16.0,12.0,22.0,18.0,13.0,19.0,16.0,18.0,19.0,258.0
Micropolitan Statistical Area,220700,"East Stroudsburg, PA",20.0,21.0,16.0,28.0,14.0,14.0,14.0,19.0,11.0,17.0,15.0,14.0,14.0,15.0,12.0,12.0,256.0
Micropolitan Statistical Area,220820,"Effingham, IL",27.0,16.0,20.0,24.0,15.0,14.0,15.0,11.0,8.0,8.0,12.0,19.0,13.0,11.0,24.0,17.0,254.0
Micropolitan Statistical Area,228580,"Key West, FL",15.0,20.0,21.0,17.0,15.0,16.0,10.0,8.0,10.0,11.0,15.0,19.0,16.0,18.0,20.0,23.0,254.0
Micropolitan Statistical Area,248020,"Watertown-Fort Atkinson, WI",15.0,17.0,13.0,16.0,24.0,13.0,17.0,13.0,7.0,18.0,21.0,18.0,21.0,14.0,12.0,18.0,254.0
Micropolitan Statistical Area,212180,"Auburn, NY",14.0,8.0,16.0,18.0,14.0,10.0,5.0,17.0,8.0,11.0,14.0,17.0,26.0,23.0,19.0,16.0,236.0
Micropolitan Statistical Area,237800,"Pella, IA",7.0,13.0,16.0,16.0,16.0,13.0,15.0,7.0,10.0,14.0,21.0,18.0,19.0,17.0,13.0,16.0,231.0
Micropolitan Statistical Area,248820,"Willmar, MN",7.0,6.0,4.0,2.0,7.0,9.0,13.0,14.0,19.0,6.0,16.0,25.0,26.0,35.0,26.0,16.0,231.0
Micropolitan Statistical Area,229660,"Laramie, WY",9.0,10.0,8.0,12.0,13.0,21.0,9.0,18.0,3.0,8.0,15.0,16.0,15.0,23.0,30.0,20.0,230.0
Micropolitan Statistical Area,240620,"Rolla, MO",8.0,7.0,13.0,13.0,11.0,12.0,11.0,6.0,12.0,11.0,21.0,13.0,26.0,22.0,20.0,20.0,226.0
Micropolitan Statistical Area,238620,"Ponca City, OK",6.0,13.0,11.0,18.0,25.0,27.0,36.0,19.0,13.0,12.0,8.0,12.0,4.0,9.0,10.0,2.0,225.0
