U.S. Regional Level,ID Code,U.S. Regional Title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Micropolitan Statistical Area,236380,"Okeechobee, FL",2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,15.0
Micropolitan Statistical Area,242820,"Selma, AL",4.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0
Micropolitan Statistical Area,245260,"Tallulah, LA",3.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0
Micropolitan Statistical Area,210860,"Alice, TX",0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,14.0
Micropolitan Statistical Area,222980,"Fort Valley, GA",1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0
Micropolitan Statistical Area,235460,"Newport, TN",3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,14.0
Micropolitan Statistical Area,242300,"Sault Ste. Marie, MI",3.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0
Micropolitan Statistical Area,230940,"London, KY",0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,14.0
Micropolitan Statistical Area,213700,"Big Spring, TX",0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,13.0
Micropolitan Statistical Area,215780,"Camden, AR",1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,13.0
Micropolitan Statistical Area,219620,"Del Rio, TX",4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0
Micropolitan Statistical Area,221860,"Fairmont, MN",2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,13.0
Micropolitan Statistical Area,221980,"Fallon, NV",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,13.0
Micropolitan Statistical Area,222620,"Forrest City, AR",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,13.0
Micropolitan Statistical Area,228380,"Kennett, MO",0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0
Micropolitan Statistical Area,229260,"La Grande, OR",3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13.0
Micropolitan Statistical Area,232340,"Maryville, MO",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,13.0
Micropolitan Statistical Area,234220,"Moultrie, GA",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,13.0
Micropolitan Statistical Area,235820,"North Platte, NE",0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,13.0
Micropolitan Statistical Area,237420,"Pampa, TX",3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0
Micropolitan Statistical Area,238580,"Point Pleasant, WV-OH",1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,13.0
Micropolitan Statistical Area,246260,"Tuskegee, AL",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,13.0
Micropolitan Statistical Area,213300,"Beeville, TX",1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0
Micropolitan Statistical Area,218860,"Crescent City, CA",1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,12.0
Micropolitan Statistical Area,219760,"DeRidder, LA",2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,12.0
Micropolitan Statistical Area,220060,"Douglas, GA",0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0
Micropolitan Statistical Area,249260,"Woodward, OK",3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0
Micropolitan Statistical Area,216340,"Cedartown, GA",0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0
Micropolitan Statistical Area,222780,"Fort Leonard Wood, MO",0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0
Micropolitan Statistical Area,222820,"Fort Morgan, CO",2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0
Micropolitan Statistical Area,234420,"Mount Pleasant, TX",4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,11.0
Micropolitan Statistical Area,217500,"Clewiston, FL",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,10.0
Micropolitan Statistical Area,217580,"Clovis, NM",1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0
Micropolitan Statistical Area,224980,"Grenada, MS",1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0
Micropolitan Statistical Area,232620,"McComb, MS",2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Micropolitan Statistical Area,233020,"Mexico, MO",0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
Micropolitan Statistical Area,237660,"Parsons, KS",0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,10.0
Micropolitan Statistical Area,211060,"Altus, OK",1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
Micropolitan Statistical Area,213500,"Bennettsville, SC",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,9.0
Micropolitan Statistical Area,215020,"Brookhaven, MS",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0
Micropolitan Statistical Area,216420,"Central City, KY",1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0
Micropolitan Statistical Area,225100,"Guymon, OK",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0
Micropolitan Statistical Area,228860,"Kirksville, MO",0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0
Micropolitan Statistical Area,235060,"Natchitoches, LA",1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0
Micropolitan Statistical Area,240460,"Rockingham, NC",0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
Micropolitan Statistical Area,246420,"Union, SC",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0
Micropolitan Statistical Area,248100,"Wauchula, FL",1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0
Micropolitan Statistical Area,211140,"Americus, GA",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0
Micropolitan Statistical Area,215820,"Campbellsville, KY",2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,8.0
Micropolitan Statistical Area,222340,"Fitzgerald, GA",2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0
Micropolitan Statistical Area,228980,"Kodiak, AK",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0
Micropolitan Statistical Area,215140,"Brownsville, TN",0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0
Micropolitan Statistical Area,219700,"Deming, NM",0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
Micropolitan Statistical Area,225660,"Havre, MT",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0
Micropolitan Statistical Area,245580,"Thomaston, GA",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,7.0
Micropolitan Statistical Area,248500,"West Point, MS",0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
Micropolitan Statistical Area,211380,"Andrews, TX",1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0
Micropolitan Statistical Area,212460,"Bainbridge, GA",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0
Micropolitan Statistical Area,212820,"Bastrop, LA",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0
Micropolitan Statistical Area,219900,"Dillon, SC",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0
Micropolitan Statistical Area,225820,"Hereford, TX",1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
Micropolitan Statistical Area,226940,"Indianola, MS",2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Micropolitan Statistical Area,238180,"Pierre, SD",0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Micropolitan Statistical Area,213860,"Bishop, CA",2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0
Micropolitan Statistical Area,217620,"Coamo, PR",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0
Micropolitan Statistical Area,220300,"Dumas, TX",1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Micropolitan Statistical Area,222860,"Fort Polk South, LA",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0
Micropolitan Statistical Area,223700,"Gallup, NM",2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
Micropolitan Statistical Area,230580,"Liberal, KS",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
Micropolitan Statistical Area,233180,"Middlesborough, KY",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
Micropolitan Statistical Area,243700,"Somerset, KY",1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0
Micropolitan Statistical Area,246620,"Uvalde, TX",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0
Micropolitan Statistical Area,249540,"Yazoo City, MS",0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Micropolitan Statistical Area,228540,"Ketchikan, AK",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0
Micropolitan Statistical Area,220580,"Eagle Pass, TX",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
Micropolitan Statistical Area,229500,"Lamesa, TX",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
Micropolitan Statistical Area,238780,"Portales, NM",1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Micropolitan Statistical Area,245020,"Sweetwater, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
Micropolitan Statistical Area,246900,"Vernon, TX",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
Micropolitan Statistical Area,246740,"Valley, AL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
Micropolitan Statistical Area,224380,"Grants, NM",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
Micropolitan Statistical Area,227660,"Jennings, LA",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Micropolitan Statistical Area,228780,"Kingsville, TX",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Micropolitan Statistical Area,225760,"Helena-West Helena, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Micropolitan Statistical Area,238200,"Pierre Part, LA",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Micropolitan Statistical Area,240100,"Rio Grande City-Roma, TX",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Micropolitan Statistical Area,217260,"Clarksdale, MS",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Micropolitan Statistical Area,237780,"Pecos, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Micropolitan Statistical Area,239700,"Raymondville, TX",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Micropolitan Statistical Area,242180,"Santa Isabel, PR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Micropolitan Statistical Area,246580,"Utuado, PR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Micropolitan Statistical Area,,-- Subtotal --,3454.0,3493.0,3332.0,3383.0,3244.0,2720.0,3132.0,2748.0,2513.0,2596.0,3452.0,3529.0,3754.0,4105.0,4383.0,4200.0,54038.0
,,,,,,,,,,,,,,,,,,,
Non Metro/Micropolitan Statistical Area,900927,"Non Metro/Micropolitan Statistical Areas, MN",93.0,57.0,72.0,71.0,93.0,91.0,121.0,97.0,95.0,104.0,132.0,110.0,144.0,141.0,157.0,125.0,1701.0
Non Metro/Micropolitan Statistical Area,900919,"Non Metro/Micropolitan Statistical Areas, IA",89.0,112.0,81.0,82.0,101.0,73.0,98.0,86.0,75.0,65.0,87.0,89.0,95.0,80.0,113.0,104.0,1430.0
Non Metro/Micropolitan Statistical Area,900955,"Non Metro/Micropolitan Statistical Areas, WI",84.0,79.0,79.0,80.0,86.0,58.0,72.0,74.0,65.0,73.0,76.0,95.0,101.0,149.0,115.0,102.0,1386.0
Non Metro/Micropolitan Statistical Area,900926,"Non Metro/Micropolitan Statistical Areas, MI",95.0,83.0,84.0,91.0,86.0,64.0,86.0,64.0,59.0,57.0,84.0,68.0,71.0,77.0,60.0,75.0,1204.0
Non Metro/Micropolitan Statistical Area,900948,"Non Metro/Micropolitan Statistical Areas, TX",73.0,61.0,58.0,50.0,58.0,42.0,37.0,44.0,43.0,49.0,39.0,49.0,43.0,55.0,71.0,75.0,841.0
Non Metro/Micropolitan Statistical Area,900917,"Non Metro/Micropolitan Statistical Areas, IL",50.0,42.0,54.0,42.0,56.0,56.0,63.0,44.0,46.0,43.0,49.0,46.0,41.0,43.0,67.0,64.0,806.0
Non Metro/Micropolitan Statistical Area,900936,"Non Metro/Micropolitan Statistical Areas, NY",42.0,67.0,60.0,48.0,46.0,40.0,42.0,24.0,25.0,42.0,37.0,43.0,42.0,57.0,48.0,85.0,746.0
Non Metro/Micropolitan Statistical Area,900951,"Non Metro/Micropolitan Statistical Areas, VA",55.0,54.0,45.0,33.0,48.0,41.0,37.0,24.0,24.0,35.0,45.0,44.0,37.0,48.0,57.0,46.0,673.0
Non Metro/Micropolitan Statistical Area,900918,"Non Metro/Micropolitan Statistical Areas, IN",58.0,43.0,37.0,43.0,42.0,30.0,21.0,29.0,30.0,23.0,39.0,46.0,54.0,59.0,46.0,42.0,642.0
Non Metro/Micropolitan Statistical Area,900913,"Non Metro/Micropolitan Statistical Areas, GA",30.0,34.0,35.0,34.0,23.0,38.0,35.0,35.0,25.0,31.0,53.0,42.0,42.0,42.0,37.0,50.0,586.0
Non Metro/Micropolitan Statistical Area,900929,"Non Metro/Micropolitan Statistical Areas, MO",45.0,52.0,43.0,51.0,39.0,33.0,20.0,22.0,22.0,18.0,23.0,38.0,41.0,32.0,51.0,43.0,570.0
Non Metro/Micropolitan Statistical Area,900908,"Non Metro/Micropolitan Statistical Areas, CO",24.0,33.0,35.0,27.0,33.0,27.0,48.0,20.0,31.0,29.0,35.0,31.0,38.0,53.0,44.0,48.0,556.0
Non Metro/Micropolitan Statistical Area,900939,"Non Metro/Micropolitan Statistical Areas, OH",40.0,34.0,35.0,34.0,27.0,23.0,34.0,25.0,24.0,25.0,25.0,29.0,43.0,54.0,52.0,50.0,550.0
Non Metro/Micropolitan Statistical Area,900953,"Non Metro/Micropolitan Statistical Areas, WA",17.0,24.0,20.0,32.0,22.0,25.0,42.0,27.0,19.0,27.0,34.0,42.0,35.0,45.0,43.0,30.0,481.0
Non Metro/Micropolitan Statistical Area,900920,"Non Metro/Micropolitan Statistical Areas, KS",36.0,39.0,43.0,29.0,34.0,23.0,22.0,23.0,18.0,19.0,32.0,25.0,32.0,39.0,31.0,35.0,480.0
Non Metro/Micropolitan Statistical Area,900931,"Non Metro/Micropolitan Statistical Areas, NE",27.0,31.0,27.0,25.0,29.0,33.0,31.0,27.0,22.0,33.0,26.0,26.0,28.0,29.0,36.0,33.0,463.0
Non Metro/Micropolitan Statistical Area,900942,"Non Metro/Micropolitan Statistical Areas, PA",32.0,36.0,37.0,37.0,27.0,24.0,26.0,22.0,13.0,20.0,16.0,27.0,27.0,34.0,33.0,42.0,450.0
Non Metro/Micropolitan Statistical Area,900947,"Non Metro/Micropolitan Statistical Areas, TN",22.0,42.0,36.0,41.0,18.0,38.0,30.0,15.0,18.0,30.0,24.0,27.0,22.0,27.0,36.0,24.0,448.0
Non Metro/Micropolitan Statistical Area,900916,"Non Metro/Micropolitan Statistical Areas, ID",31.0,29.0,29.0,34.0,28.0,23.0,30.0,20.0,22.0,17.0,20.0,25.0,24.0,31.0,25.0,29.0,417.0
Non Metro/Micropolitan Statistical Area,900950,"Non Metro/Micropolitan Statistical Areas, VT",23.0,36.0,25.0,36.0,31.0,26.0,21.0,27.0,16.0,18.0,26.0,19.0,25.0,26.0,33.0,27.0,415.0
Non Metro/Micropolitan Statistical Area,900937,"Non Metro/Micropolitan Statistical Areas, NC",25.0,26.0,20.0,29.0,30.0,19.0,21.0,14.0,25.0,14.0,30.0,28.0,29.0,22.0,32.0,52.0,414.0
Non Metro/Micropolitan Statistical Area,900912,"Non Metro/Micropolitan Statistical Areas, FL",34.0,28.0,19.0,20.0,20.0,21.0,18.0,30.0,14.0,15.0,23.0,15.0,35.0,25.0,37.0,33.0,382.0
Non Metro/Micropolitan Statistical Area,900906,"Non Metro/Micropolitan Statistical Areas, CA",39.0,29.0,24.0,21.0,12.0,16.0,12.0,20.0,13.0,22.0,24.0,32.0,28.0,26.0,36.0,28.0,379.0
Non Metro/Micropolitan Statistical Area,900921,"Non Metro/Micropolitan Statistical Areas, KY",24.0,25.0,27.0,25.0,15.0,20.0,29.0,33.0,28.0,20.0,24.0,23.0,23.0,19.0,22.0,18.0,375.0
Non Metro/Micropolitan Statistical Area,900940,"Non Metro/Micropolitan Statistical Areas, OK",45.0,28.0,19.0,18.0,18.0,18.0,21.0,16.0,24.0,17.0,15.0,21.0,16.0,29.0,28.0,35.0,368.0
Non Metro/Micropolitan Statistical Area,900923,"Non Metro/Micropolitan Statistical Areas, ME",25.0,25.0,22.0,20.0,20.0,17.0,18.0,10.0,19.0,10.0,15.0,19.0,30.0,28.0,28.0,25.0,331.0
Non Metro/Micropolitan Statistical Area,900930,"Non Metro/Micropolitan Statistical Areas, MT",21.0,28.0,21.0,24.0,22.0,15.0,32.0,19.0,15.0,14.0,21.0,18.0,17.0,18.0,17.0,17.0,319.0
Non Metro/Micropolitan Statistical Area,900954,"Non Metro/Micropolitan Statistical Areas, WV",24.0,13.0,25.0,28.0,20.0,19.0,18.0,16.0,6.0,5.0,13.0,12.0,22.0,17.0,17.0,14.0,269.0
Non Metro/Micropolitan Statistical Area,900905,"Non Metro/Micropolitan Statistical Areas, AR",26.0,17.0,20.0,22.0,18.0,12.0,19.0,11.0,15.0,7.0,12.0,5.0,14.0,18.0,20.0,26.0,262.0
Non Metro/Micropolitan Statistical Area,900956,"Non Metro/Micropolitan Statistical Areas, WY",12.0,14.0,10.0,18.0,10.0,10.0,14.0,13.0,6.0,13.0,13.0,8.0,29.0,27.0,31.0,30.0,253.0
Non Metro/Micropolitan Statistical Area,900938,"Non Metro/Micropolitan Statistical Areas, ND",18.0,24.0,12.0,17.0,17.0,14.0,10.0,20.0,8.0,10.0,11.0,8.0,11.0,5.0,9.0,24.0,218.0
Non Metro/Micropolitan Statistical Area,900901,"Non Metro/Micropolitan Statistical Areas, AL",17.0,12.0,16.0,14.0,16.0,8.0,8.0,11.0,8.0,5.0,18.0,13.0,12.0,10.0,15.0,14.0,196.0
Non Metro/Micropolitan Statistical Area,900928,"Non Metro/Micropolitan Statistical Areas, MS",16.0,8.0,16.0,13.0,18.0,13.0,11.0,11.0,6.0,14.0,14.0,4.0,11.0,11.0,12.0,8.0,186.0
Non Metro/Micropolitan Statistical Area,900941,"Non Metro/Micropolitan Statistical Areas, OR",13.0,12.0,14.0,13.0,7.0,9.0,13.0,7.0,14.0,13.0,13.0,13.0,11.0,8.0,16.0,5.0,181.0
Non Metro/Micropolitan Statistical Area,900949,"Non Metro/Micropolitan Statistical Areas, UT",7.0,6.0,9.0,9.0,4.0,12.0,10.0,9.0,9.0,6.0,14.0,7.0,12.0,9.0,17.0,18.0,158.0
Non Metro/Micropolitan Statistical Area,900946,"Non Metro/Micropolitan Statistical Areas, SD",11.0,7.0,7.0,10.0,13.0,9.0,10.0,4.0,7.0,6.0,8.0,10.0,14.0,12.0,13.0,10.0,151.0
Non Metro/Micropolitan Statistical Area,900933,"Non Metro/Micropolitan Statistical Areas, NH",10.0,8.0,13.0,7.0,10.0,9.0,5.0,5.0,5.0,2.0,10.0,5.0,6.0,14.0,19.0,13.0,141.0
Non Metro/Micropolitan Statistical Area,900935,"Non Metro/Micropolitan Statistical Areas, NM",5.0,8.0,7.0,9.0,5.0,8.0,3.0,5.0,7.0,8.0,9.0,7.0,4.0,5.0,9.0,6.0,104.0
Non Metro/Micropolitan Statistical Area,900902,"Non Metro/Micropolitan Statistical Areas, AK",9.0,10.0,4.0,5.0,6.0,7.0,7.0,4.0,6.0,5.0,5.0,9.0,2.0,8.0,9.0,9.0,101.0
Non Metro/Micropolitan Statistical Area,900945,"Non Metro/Micropolitan Statistical Areas, SC",7.0,9.0,3.0,5.0,10.0,1.0,7.0,1.0,8.0,4.0,8.0,4.0,5.0,5.0,7.0,3.0,87.0
Non Metro/Micropolitan Statistical Area,900922,"Non Metro/Micropolitan Statistical Areas, LA",18.0,13.0,9.0,6.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,82.0
Non Metro/Micropolitan Statistical Area,900925,"Non Metro/Micropolitan Statistical Areas, MA",6.0,8.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,7.0,6.0,5.0,2.0,6.0,7.0,64.0
Non Metro/Micropolitan Statistical Area,900978,"Non Metro/Micropolitan Statistical Areas, VI",3.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,6.0,4.0,7.0,46.0
Non Metro/Micropolitan Statistical Area,900924,"Non Metro/Micropolitan Statistical Areas, MD",2.0,3.0,7.0,3.0,2.0,0.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,41.0
Non Metro/Micropolitan Statistical Area,900932,"Non Metro/Micropolitan Statistical Areas, NV",4.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,23.0
Non Metro/Micropolitan Statistical Area,900904,"Non Metro/Micropolitan Statistical Areas, AZ",2.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,21.0
